id,title,author,content,tweet_content,published_on,status
20,EMAC Workshop - Register to Attend,1,"<p>Hello Exoplaneteers!</p>

<p>Register now to attend our upcoming virtural workshop! With over 40 speakers, the EMAC workshop will showcase a variety of publicly-available resources created by the exoplanet community.</p>

<p>View the <a href=""https://emac.gsfc.nasa.gov/workshop/"">schedule</a> or submit the <a href=""https://forms.gle/yuuXkNuSrvNbXeCx9"">registration form</a>. We hope to see you there!</p>

<p>Happy Exploring!</p>","Register now to attend the #EMAC workshop!

View the schedule and register on our website: https://emac.gsfc.nasa.gov/workshop/",2023-01-23 15:44:24,PUBLISH
