id,name,identifier,definition
8820156f-1732-481f-9c6d-215273075a32,Apple Silicon arm64,https://Heliophysics-Software-Search-Interface.readthedocs.io/en/latest.html/CPUArchitectures#AppleSilicon_arm64,
20163860-c9b1-4068-94da-c2701c87782c,CPU Independent,https://Heliophysics-Software-Search-Interface.readthedocs.io/en/latest.html/CPUArchitectures#CPUIndependent,
b1eb8baa-2708-40f3-bf64-15dfd9e14585,GPU,https://Heliophysics-Software-Search-Interface.readthedocs.io/en/latest.html/CPUArchitectures#GPU,
a9e49971-e395-485d-902b-62cdc68c0052,HPC or HEC,https://Heliophysics-Software-Search-Interface.readthedocs.io/en/latest.html/CPUArchitectures#HPC_HEC,
4889ae96-8af5-422a-a53a-cd4c0f221a91,Linux aarch64 or arm64,https://Heliophysics-Software-Search-Interface.readthedocs.io/en/latest.html/CPUArchitectures#Linux_aarch64arm64,
720f8574-c9dd-4b1a-b851-1a3511f1ad00,Other,https://Heliophysics-Software-Search-Interface.readthedocs.io/en/latest.html/CPUArchitectures#Other,
9afe8acc-23f8-4a06-beef-f6bb3a16eafd,ppc64le,https://Heliophysics-Software-Search-Interface.readthedocs.io/en/latest.html/CPUArchitectures#ppc64le,
a51ee98c-3b21-458b-938c-c50f8ea22181,Sun (SPARC),https://Heliophysics-Software-Search-Interface.readthedocs.io/en/latest.html/CPUArchitectures#Sun(SPARC),
70296602-c9d0-4437-87b2-e3028658beb4,x86-64,https://Heliophysics-Software-Search-Interface.readthedocs.io/en/latest.html/CPUArchitectures#x86-64,
