id,name,identifier,definition
e14b60b4-c841-4658-9bac-f9298a442562,Coronal Heating,,
e85b749e-5788-425a-8952-8fc9a329216b,Solar Corona,,
754b7219-9dc1-4d74-9918-c5f1c0947192,Solar Flares,,
5e6ea23a-9318-4ad7-bb98-197591c4312c,X-ray emission,,
