id,name,subtitle,version,creation_date,last_modification_date,credits,description,concise_description,code_languages,categories,collections,tool_types,logo_image,logo_link,about_link,ads_abstract_link,jupyter_link,download_link,download_data_link,launch_link,demo_link,discuss_link,citation_count,related_tool_string,search_keywords,ascl_id,ascii_credits,is_published,status_notes,submission,SEEC_tool
79528489-5464-4b7b-af29-c310fe335ca8,Mercury-T,,,2024-03-21 14:57:46,2024-03-21 14:57:46,"Bolmont, E. et al.","Mercury-T calculates the evolution of semi-major axis, eccentricity, inclination, rotation period and obliquity of the planets as well as the rotation period evolution of the host body; it is based on the N-body code Mercury (Chambers 1999, ascl:1201.008).
Published in ""Mercury-T: A new code to study tidally evolving multi-planet systems. Applications to Kepler-62"", 2015, Astronomy & Astrophysics, Volume 583, id.A116, 15 pp.",,,"dec96835-8a74-4bdb-bfe4-97a8c4094535,86a75289-4748-4755-93af-fc96aee6d617",,bf678323-d215-424a-b78f-3b42cd573ce9,,,http://emelinebolmont.gandi.ws/research-interests#bk29:~:text=Mercury%2DT%3A,https://ui.adsabs.harvard.edu/abs/2015A%26A...583A.116B/abstract,,http://emelinebolmont.gandi.ws/research-interests#bk29:~:text=Mercury%2DT%3A,,,,,57,,,1511.020,"Bolmont, E. et al.",1,,b10e1171-d009-167c-0752-9550b204e54f,0
