id,name,identifier,definition
71f22550-40dd-4183-a2c4-bfcad8b2e526,Linux,https://Heliophysics-Software-Search-Interface.readthedocs.io/en/latest.html/OperatingSystems#Linux,
89478c96-dde2-4540-83f3-2576a7879c0a,Mac,https://Heliophysics-Software-Search-Interface.readthedocs.io/en/latest.html/OperatingSystems#Mac,
f707de81-8cb4-467e-b372-83620b547fa0,MobilePlatform,https://Heliophysics-Software-Search-Interface.readthedocs.io/en/latest.html/OperatingSystems#MobilePlatform,
3a06af40-1925-49b6-a91d-2a5f6c7027e6,Operating System Independent,https://Heliophysics-Software-Search-Interface.readthedocs.io/en/latest.html/OperatingSystems#OperatingSystemIndependent,
af08e893-a646-4bad-b877-d6c48b464c0f,OS Independent,https://Heliophysics-Software-Search-Interface.readthedocs.io/en/latest.html/OperatingSystems#OSIndependent,
8d09f05b-b5b2-450a-963e-f24acb35b5d4,Other,https://Heliophysics-Software-Search-Interface.readthedocs.io/en/latest.html/OperatingSystems#Other,
cc900b03-38c2-4b0d-a744-e067e27d039a,Solaris,https://Heliophysics-Software-Search-Interface.readthedocs.io/en/latest.html/OperatingSystems#Solaris,
beb0d064-9f8f-493b-ad74-167c31542170,Windows,https://Heliophysics-Software-Search-Interface.readthedocs.io/en/latest.html/OperatingSystems#Windows,
